Cause-Effect-Inv	4	12	Many of the 550 deaths are directly and intentionally caused by the physician but not reported as euthanasia because they lacked consent.
Entity-Destination	9	13	On the other side of the grape crusher the stems poured out into trays.
Message-Topic	7	11	The newly elected president is making a speech addressing the latest threat to this countries economy and people.
Cause-Effect	2	11	A spaghetti pie served at a church dinner had caused the poisoning of one hundred people.
Component-Whole	9	13	Tapestries of rocky coastlines share wall space with a clock inside a ship's wheel.
Message-Topic	1	7	The appendix gives a summary of financing transactions.
Member-Collection-Inv	22	24	So it was that in 1724 at the age of 17 a somewhat awkward, refined young man took his place at the mess of officers much older, wiser, and harder than he.
Message-Topic	3	10	The most specific prophecies are on the topic of the rise and fall of leaders and organizations.
Entity-Origin	9	12	We are in advertising and yes, some of those images from past days are quite the find.
Product-Producer	4	9	Insulin is a simple protein normally produced by the pancreas.
Member-Collection-Inv	12	15	Those who staged the coup appointed a civilian prime minister and a cabinet of civilian technocrats.
Component-Whole	1	11	The clip on the back of the little plastic puck like holder is handy for clipping onto your belt, backpack, arm band or lady's bag strap.
Entity-Origin	1	4	The car left the plant.
Other	3	13	The second primer set was derived from a specific variant surface glycoprotein(VSG) expression site where the SRA gene is expressed(R-ES).
Entity-Destination	1	6	The pollution is being spread to air rapidly.
Product-Producer-Inv	6	10	Fans scale these city walls after organizers threw up a barrier to block the view for those without tickets.
Cause-Effect-Inv	1	4	The cow makes a sound called lowing, also known as mooing.
Other	7	8	It is the oil that allows the radicalisation machine's many cogs to turn.
Instrument-Agency-Inv	1	5	Most women use a portable pump for this purpose.
Component-Whole-Inv	1	9	The controller regulates the superheat using a double loop system.
Other	3	4	She bought a gold bracelet for her sister.
Message-Topic	4	10	It was a friendly call to remind them about the bill and make sure they have a copy of the invoice.
Cause-Effect	13	18	Josie Cormier, succumbed to peer pressure and now hangs out with the popular crowd that often instigates the harassment.
Message-Topic	1	4	Their songs are about sex, drugs, drinking, fighting, and rock & roll.
Product-Producer-Inv	1	6	The builder has now completed the townhouse.
Cause-Effect-Inv	4	6	I have always drawn satisfaction from exertion, straining my muscles to their limits.
Component-Whole	4	7	It was in the lining of this jacket that he had managed to secrete the valuables of several villagers.
Cause-Effect	0	8	 Germs are microscopic organisms that cause sickness or disease.
Message-Topic	1	8	An article has been prepared on patient self testing of oral anticoagulation.
Member-Collection-Inv	1	4	This volume contains fifteen essays by well-established scholars addressed to various aspects of Russell's wide-ranging and dynamic philosophical work.
Content-Container-Inv	5	8	Now, I have a plastic bottle that contains alcohol in which I put my artificial eyelashes at night when I take them off, to clean them and keep them safe.
Other	1	8	The manuscript has been the object of intense study by many professional and amateur cryptographers.
Message-Topic	2	7	The second sentence tells us about heart disease, which is an illness of late middle age and old age.
Instrument-Agency-Inv	1	7	The workman stirs the ore with a hoe or an iron rake, back and forward across the hearth, moving it from the bridge toward the flue and back.
Other	4	8	Compared to running barefoot, running in conventional running shoes increases stress on the knee joints up to 38%.
Member-Collection	3	9	Avci was the head of the chief of the police in Diyarbakir between 1984 and 1992.
Instrument-Agency-Inv	1	11	The priest mixes the Holy Oil and the wine with a spoon and pours it into small containers, as many as there be priests.
Entity-Destination	3	6	The spices took pasta into Moroccan territory.
Product-Producer-Inv	2	11	The strawberry-maker enzyme, found in the roots of the plant, builds strawberries after being catalyzed by the digestive fluid of an earthworm.
Other	2	6	When the traveller drew up the blind the next morning, the sea opened before him joyously under the broad August sunlight.
Product-Producer	6	12	A sensible, rational person reads a book written by a show-offy irrational intellectual and doesn't like the book.
Message-Topic	1	9	The statue is an armless depiction of a young boy and was first acknowledged as an early work of Michelangelo in 1997.
Cause-Effect-Inv	1	4	Gross revenues from the selling of crude oil in 2003 reached US$11.508 billion or some 112.85 percent of the amount targeted in the 2003 state budget.
Component-Whole	8	11	Felt dots are embroidered on the front and sleeves of this sweater, adding an extra dimension of fun.
Cause-Effect-Inv	13	16	An alert victim with a broken neck or severely torn ligament has enough discomfort from the injury and muscle spasm to force him to hold his neck still.
Component-Whole-Inv	1	6	The castle has two big concentric towers, corresponding to a three-story building with two smaller towers at its exterior angles.
Member-Collection-Inv	12	14	The chavettes are the female of the species, usually have a  passel of brats with different dads before they turn 20 which ensures the perpetuation of the disease.
Message-Topic-Inv	0	7	 Myth-making is a major theme of the exhibition as witnessed in the massive seven-piece sculpture.
Content-Container	1	5	The TV was in a cabinet that you can only see from the bed but not from the side because of the cabinet's door.
Cause-Effect	0	12	 Interpolation of the missing samples repairs the waveform with a minimum of distortion.
Member-Collection-Inv	2	5	Once the list of relevant patents appears, clicking on the patent number brings up the entire patent.
Message-Topic	1	7	A script was written describing the initial situation, with ongoing scenarios developed containing essential actions.
Entity-Destination	3	6	We have imported grain into developing countries in Asia several times.
Component-Whole-Inv	17	22	We are able to wax any of our wicks with either a paraffin coating or for natural candles a 100% natural wax coating.
Entity-Destination	1	8	The car has been delivered to the upholstery shop.
Cause-Effect-Inv	7	10	The river had now turned into full flood after the deluge of rain a few days ago.
Member-Collection-Inv	4	7	Eve joins an entire sisterhood of female singers.
Component-Whole-Inv	4	5	The hardness of a piano hammer has a great deal of influence on the resulting piano sound.
Content-Container	1	5	One flyer was inside a box of Cracker Jacks at a Hughes Market.
Entity-Origin	4	10	The origin of the schwannoma is from the normally-existing schwann cells in the tentorium.
Entity-Destination	7	10	A greedy real estate developer has released toxins into the ocean.
Cause-Effect-Inv	4	11	Monilia, candida or yeast infections are caused by various species of candida, especially Candida albicans, and are very common in babies and young children.
Entity-Origin	1	6	The angel was sent from the throneroom of God.
Component-Whole-Inv	1	5	This dishwasher has the tallest tub available* and allows you to wash more than ever before.
Product-Producer	3	4	We cleaned the coffee maker, repeating this step again with a fresh vinegar and water mixture.
Entity-Destination	2	8	470000 mullet fingerlings have been released into the lake.
Instrument-Agency	20	25	"For other useful ideas on how to use e-texts to aide literary analysis the girls read Robert Harris's ""The personal computer as a tool for student literary analysis""."
Component-Whole	4	5	The throttle of the truck's engine was wide open now, and the roar of the engine, emitted through the vertical exhaust acting as a stack, was loud and strangely comforting.
Member-Collection-Inv	3	5	The reconstitution of boards of governors takes place every 4 years and the current term of boards of governors is due to end on 30 June 2009 for controlled and maintained schools.
Entity-Destination	2	7	Two million dollars are given to the winner of the contest.
Entity-Destination	4	8	Using a teleport, the protagonist travels into any place instantly.
Product-Producer	6	10	This little cutie was once a jumper knitted by my grandmother.
Component-Whole-Inv	2	14	This personal alarm combines two great deterrents to attack- a loud alarm and flashing light.
Other	2	7	Most commercial pasta is made by this method.
Instrument-Agency-Inv	0	7	 Washer works with a single cup of water.
Cause-Effect-Inv	0	5	 Blinking is caused by the eyelids sliding down over the positively charged cornea, whereas saccade potentials are caused by changes in the orientation of the corneoretinal dipole.
Cause-Effect-Inv	9	11	A lamp's lumen output expresses the total amount of light the lamp emits in all directions per unit time.
Entity-Origin	11	14	The charge to leak away before the arrival of the next impulse from the photocell.
Cause-Effect-Inv	0	3	 Hitting out of anger is absolutely wrong.
Member-Collection-Inv	11	14	Down the winding path which curved among the rocks the little train of baggage camels was daintily picking its way.
Product-Producer-Inv	1	7	The editor improved the manuscript with his changes.
Entity-Origin-Inv	5	6	Tom's prominient selection of various rye spirits wins him kudos today.
Component-Whole	10	13	Unlike modern tunnels, the brothers placed their fan at the entrance of the tunnel.
Product-Producer	2	10	"There's the city that sprang from the imagination of the author of ""The Charterhouse of Parma,"" and there's the real place."
Cause-Effect	0	4	 Conflict had caused the collapse of the Somali Republic.
Message-Topic	4	11	It is a satirical show on Quebec television that comments on current events by the favour of the show's main character.
Content-Container-Inv	1	5	The envelope contained a single sheet of paper, describing an attempt to set the record for the world's longest running chain letter.
Other	1	9	The shop machined the part with a 1.25 inch diameter.
Component-Whole	10	15	He noticed that this black substance was also on the lid of the cracked stone casing.
Other	4	8	After some time, the acids caused a white spot on the tooth where they dissolved some of the enamel.
Entity-Destination	1	6	This heart was put inside a dog after its own heart had been removed.
Other	6	12	Our future leaders are learning about economics and politics from the real world.
Message-Topic	1	4	The film details plastic's path over the last 100 years and provides a wealth of expert interviews on practical and cutting edge solutions to recycling.
Member-Collection	1	8	Each organization that is a member of the corporation as provided in the constitution of the corporation is entitled to all the benefits of incorporation under this chapter.
Entity-Origin	7	10	This Appalachian region had been settled by emigrants from the lowlands.
Entity-Destination	2	6	The donated money flows into the quake recovery projects.
Message-Topic	2	10	In one e-mail, climate scientist Benjamin Santer commented on a request for data and correspondence from science blogger Stephen McIntyre.
Component-Whole	14	17	The first bank in Loudoun County, the short-lived Loudoun Company, held meetings in the cellar of this dwelling beginning around 1815, hence the name Bank House.
Component-Whole-Inv	2	10	The system unit is comprised of a central processing unit, memory, power supply, and an internal clock.
Cause-Effect-Inv	4	8	There exists a widespread controversy over stem cell research that emanates from the techniques used in the creation and usage of stem cells.
Cause-Effect-Inv	1	9	Many symptoms of fight or flight are caused by chemical changes in the body, but these two symptoms of are caused by chronic, rapid, shallow breathing.
Other	1	5	Any deformation from the circular form have a significant effect on the ability of the hose to sustain internal pressure.
Other	7	9	And we do recommend excersise, as the kitchen holds culinary temptations in store for you that are bound to prolong your evening and lift your spirit.
Instrument-Agency-Inv	1	4	A man uses a microphone as he gives a speech.
Other	8	10	September normally marks the arrival of the earliest run of fish into lake tributaries, and peak runs occur in October.
Entity-Origin-Inv	9	13	It is set in a future in which the oceans are farmed for food.
Other	1	4	The aircraft accommodated a pilot and copilot sitting side-by-side in a framed canopy.
Cause-Effect-Inv	1	10	Extensive damage at the mine has been caused by the strikers.
Entity-Destination	2	6	200 IT jobs are going into schools in Victoria.
Instrument-Agency-Inv	1	8	The researchers studied the efficiencies of assessment through exams, particularly if the marking is routine or automated, are counterbalanced by its limitation.
Other	1	5	The plane makes a parabolic maneuver, much like a roller coaster with steep climbs and descents, that simulates zero gravity conditions.
Other	5	8	This is an atlas of maps and graphic representations of the geographies of the new electronic territories of the Internet, the World-Wide Web and other emerging Cyberspaces.
Entity-Destination	5	9	A few have successfully imported programs into their own computers.
Component-Whole	2	10	The drill platform was a part of the Romulan mining ship Narada that could be lowered into the atmosphere of a planet or planetoid for mining operations.
Product-Producer	4	6	Having built a makeshift slingshot, the hero apparently flies through the ceiling of his shabby room and vanishes into space.
Message-Topic-Inv	1	8	These tests are a major theme of the book, so it is worth investigating them.
Member-Collection-Inv	7	9	When the pilots were flying over a colony of penguins, the birds were watching the planes, but instead of moving their bodies to follow the aircrafts they only moved their heads which lead them fall backwards over.
Entity-Destination	2	7	Too often, students were misplaced into alternative schools.
Entity-Destination	10	13	Joseph Herrin, a dear brother in the Lord, has added insight into the message.
Component-Whole-Inv	0	1	 Engine pistons transmit the force generated by the combustion gas to the connecting rods.
Other	1	4	Worker bees eating ordinary honey live only four to six weeks.
Other	5	13	Thermocerin is a powerful fat burner that works with a combination of natural herbs such as White and Green Tea, Capsaicin, and Caffeine.
Product-Producer-Inv	1	7	My husband actually made me a teddy bear when we got married.
Cause-Effect	8	10	The Obama administration supports ending the use of antibiotics for growth and feed efficiency in food animals.
Entity-Destination	4	7	These tanks have leaked contaminants into the groundwater.
Component-Whole	4	7	In Western Australia, the helve of the hatchet is pointed and the natives, after making the notch, stick the tool in the bark and lift themselves up with it.
Entity-Origin	4	8	With one exception, the moths emerged from the cocoon during hours of darkness.
Cause-Effect-Inv	15	18	Oak root and chamomile provide a gentle astringent that helps reduce inflammation and calms skin irritation from the sun and environmental pollutants.
Content-Container	5	11	On the table, a potato slice was already placed in a beaker of distilled water.
Entity-Origin-Inv	0	1	 Ginger wine is a fortified wine made from a fermented blend of ground ginger and raisins that was first produced in England.
Entity-Destination	2	7	We inserted marks into the heap profiling output programmatically.
Content-Container	1	6	A sample was sealed in a polyethylene bag and irradiated together with cobalt as a neutron flux determinant.
Entity-Origin	1	9	The boat had set sail on Wednesday from the port of Kotorr (Monte Negro) and was making to southern coast of Italy.
Component-Whole	5	10	This text indicates that the drawing was enclosed in a letter to Anna.
Other	5	9	Some time in 2002, the chief executive of this corporation sought and received board approval to construct a modern training school for its staff.
Product-Producer-Inv	16	19	The guarantees so painfully obtained by formal verification of the source program are useless if the compiler generates wrong code.
Product-Producer-Inv	9	14	Besides acting, directing and producing, Eastwood is also a musician who has composed the themes to nine of his films.
Other	24	26	I picked up the latest issue of Woman's World magazine a few days ago because it had a head line about the effect of safflower on belly fat.
Entity-Origin	3	8	The red colobus groups went away from the chimpanzees when they were alone and no potential association partner was around.
Instrument-Agency-Inv	1	8	Taylor's accomplice killed the victim with a coat hanger.
Message-Topic	2	9	The first chapter gives an account of the ancient history of the country.
Message-Topic	2	6	In his remarks, he described his call to Bush while the U.S. president was giving a speech in Philadelphia.
Cause-Effect-Inv	6	10	The second biggest factor affecting the sound produced by a drum is the tension at which the drum head is held against the shell of the drum.
Component-Whole	6	7	She saved up to 80% on ring binders, lever arch files, box files, folders, manilla wallets, suspension files, plastic wallets and plastic pockets.
Content-Container	2	3	The first tea bags were made from hand-sewn silk muslin bags.
Content-Container	4	9	They saw that the equipment was put inside rollout drawers, which looked aesthetically more pleasing and tidy.
Message-Topic-Inv	1	11	The incidents of his travels were related in a succession of books.
Instrument-Agency-Inv	8	15	They infiltrated here and there, provoking the Russian military to liberate region after region with bombs and artillery.
Product-Producer-Inv	2	9	An application developer with Adobe said in a blog posting that Adobe is working on the security flaw.
Entity-Origin	8	13	This page is based on the well working recipe from the pizza dough page.
Cause-Effect	3	15	It was the destruction of the gold standard by the government that caused the unprecedented collapse in the world economy.
Component-Whole-Inv	5	9	First, the contents of the proposal included a detailed cost analysis, accurate marketing analysis and a preliminary project execution plan.
Member-Collection-Inv	11	14	Their dash raised a flock of morning doves and caused a scurry of ground squirrels into their holes.
Other	1	5	The electrician carries out audibility checks throughout the building during the drill.
Other	5	9	This article is about pre-existing conditions with respect to health insurance.
Entity-Origin	5	10	We recoil at the Roman delicacy made by drowning tiny birds in wine before consuming them whole.
Cause-Effect-Inv	0	5	 Dacryoadenitis is caused by local infection of the lacrimal gland by bacteria or viruses.
Cause-Effect	1	9	Financial stress is one of the main causes of divorce.
Other	8	11	Television cooking shows and more advertising have put wine in the limelight.
Other	4	7	At necropsy a heavy infestation of Haematopinus lice was present, along with a polyserositis affecting the right hock, left elbow and peritoneum.
Member-Collection-Inv	19	22	They tried an assault of their own an hour later, with two columns of sixteen tanks backed by a battalion of Panzer grenadiers.
Other	22	25	Their retreat was disorderly and confused and much like a flight, the Pallantines hanging on their flanks and rear and doing great damage from early dawn till evening.
Product-Producer-Inv	1	2	A spider bite is an injury resulting from a spider's forced interaction with other than prey organisms that can lead to medically significant complications.
Cause-Effect	1	4	The earthquake caused the failures of the electric power system, the water supply system, the sewer system, the telephone and telegraph systems.
Product-Producer-Inv	4	9	From the Pulitzer Prize-winning author of March comes this novel - inspired by a true story - that traces the journey of a rare illuminated manuscript through centuries of exile and war.
Message-Topic	3	6	The answers to questions raised about rules governing immigration were wheeled out one after another.
Cause-Effect-Inv	1	6	The inflammation is caused by the growth of unusual bacteria, which usually results from antibiotic use.
Entity-Destination	2	6	My new boss moved into his office yesterday.
Entity-Origin	3	9	A habitat suitability index was generated from an elevation surface.
Member-Collection-Inv	5	8	The Kerala backwaters are a chain of brackish lagoons and lakes lying parallel to the Arabian Sea coast of Kerala state in southern India.
Content-Container	1	5	The tea was in a cup and not as the menu suggested in a pot.
Product-Producer	4	9	This is a brilliant piece of work by a fellow not one person in the music press would ever have tipped to write one of the great Scottish albums of the last five years.
Other	2	7	My major disagreement with Lyons concerns the causal part of his theory.
Other	3	4	Tissue damage and electrode corrosion are both associatcd with high charge density stimulation.
Instrument-Agency-Inv	4	7	For this reason the hairdresser prefers conventional scissors, which however do not exhibit the ergonomical advantages.
Entity-Destination	1	7	New furniture has been delivered to the house.
Cause-Effect-Inv	21	26	The beautiful hydrothermal features in the park (geysers, hot springs, mud pots, etc.), the uplift and subsidence, and many of the earthquakes are caused by the movements of hydrothermal and/or magmatic fluids.
Other	0	6	 Glaucoma is a group of neurodegenerative disorders characterized by the death of retinal ganglion cells and by a specific deformation of the optic nerve.
Instrument-Agency-Inv	2	5	Like a carpenter wielding an axe to make furniture, the hacker does good things with his skills.
Content-Container	11	18	A drug smuggler tried to secret more than 2 pounds of hashish into the country inside a wooden chessboard.
Component-Whole-Inv	1	8	The bathroom comprises bath tub with electric shower, wash basin and WC.
Cause-Effect-Inv	1	7	Many shoulder problems are caused by the breakdown of soft tissues in the shoulder region.
Content-Container	5	25	In a shocking incident, the body of a 10-year-old school boy, a resident of Jaylal Munshi Ka Rasta in Nahargarh area, was found in a sack with his mouth glued with feviquick on the railway tracks near Chanani Railway Station in Niwai area of Tonk district on Thursday evening.
Component-Whole-Inv	6	12	Music Label is a very mature product that uses a powerful database engine.
Message-Topic-Inv	1	15	The problems of crime and the quality of justice have become central issues in public debate.
Member-Collection-Inv	16	18	Donald Rayfield, Professor of Russian and Georgian at the University of London, presents us with a blush of boys who made the Faustian bargain with Stalin.
Component-Whole-Inv	2	7	This LED system contains 5 colored LED bulbs meant to calm the mind and provide a truly memorable bathing experience.
Member-Collection-Inv	23	25	The plot evokes old-school space opera with its whirlwind pace, immense scope and twist ending, but cutting-edge extrapolation breathes vivid life into this universe of scoundrels, heroes and romantics.
Message-Topic	2	11	A family report on Hope's website gave details of the morning's events.
Instrument-Agency	1	2	A warehouse user with limited authority cannot crate the required bufferpool.
Other	4	7	Automatic diagnosis has replaced simulation for the correction of simple design errors.
Product-Producer	17	21	From 1972 through 2000, Cassioli's design (or a slight modification) remained on the obverse with a custom design by the host city on the reverse.
Entity-Origin	2	5	As a train moves from station to station, its passengers glimpse different worlds of people.
Component-Whole	8	10	This page shows you how to hold your fingers and hands correctly, and addresses the most common problems.
Entity-Destination	1	7	Five space shuttle orbiters have flown into space on NASA's missions.
Content-Container-Inv	1	4	The box contained 126 recipes, mostly written in pen in neatly rounded script.
Other	15	17	While most of the experimental literature focuses on individual contributions, many real-world problems involve the formation of coalitions.
Component-Whole-Inv	7	16	TGMC is a public, non-profit integrated healthcare system consisting of a 299 licensed bed acute care facility complete with a range of services such as rehabilitation and skilled nursing units, an outpatient surgery center, emergency care services, primary care services and a community outreach center.
Entity-Destination	1	5	The newborn arrived into this world with gifts and talents.
Message-Topic	4	9	Zhao Guoxiang in his speech pointed out that this competition is an important measure for the cultivation of academic atmosphere.
Component-Whole-Inv	1	2	Pressure sewer pipes are manufactured to ASTM D3754 also in 20 and 40 foot lengths and in standard pressure classes from 50 psi up to 250 psi.
Product-Producer	5	9	The views expressed in the article are from the author and are not shared by Nestle.
Instrument-Agency-Inv	6	12	Focusing on chronic dumping areas the group began enforcement action with surveillance cameras and day and night patrols.
Other	4	8	These trends have thrown women into totally inhibiting situations.
Member-Collection	1	6	"A deputy from Sarkozy's ruling UMP party, Etienne Pinte, also said he was ""very shocked"" by the charter flight."
Entity-Origin-Inv	18	22	Marcus stabs one of the attackers with a screwdriver and we see the impact, as well as the victim painfully removing the screwdriver.
Entity-Origin-Inv	9	10	The rising popularity of malted whiskies, especially single malt barley spirits, is evidenced in the growing number of distilleries and labels that have been cropping up over the past few years.
Other	5	6	Who buys all these glittering diamond colliers, rings, pendants, etc., eto., is. a mystery.
Product-Producer-Inv	1	5	The discoverer writes a short citation explaining the reasons for assigning the name.
Cause-Effect-Inv	6	15	Viral gastroenteritis is a highly contagious infection of the intestines caused by one of several viruses.
Cause-Effect	1	4	The programmer made a mistake with respect to quoting, but it appeared as over-quoting instead of lurking as a security problem.
Member-Collection-Inv	13	16	The stress of electoral defeats exposed Mr. Hoyte to opposite pressures within the constituency of his supporters.
Component-Whole	4	10	About 2000 feet of passageways have been located inside the cave, and about half of that has been mapped.
Entity-Destination	1	5	The protein migrated into the nuclei.
Cause-Effect-Inv	1	5	The taste is from the ginseng, not alcohol.
Member-Collection-Inv	17	20	"In her emotional acceptance speech, Berry shook off the happy heaves and dedicated her prize to a sorority of splendid sisters: Dorothy Dandridge, Lena Horne, Diahann Carroll, Jada Pinkett, Angela Bassett, Viveca Fox and ""every nameless, faceless woman of color that now has a chance because this door tonight has been opened."""
Entity-Destination	4	7	I put the remaining candy in my mouth and walked back the way I came, then past the village and into town.
Component-Whole-Inv	5	7	For cricket, we use a ball with pellets inside it, which make a noise.
Other	3	7	This is the site deep inside the earth where fault movement begin.
Other	3	15	"A Channel 4 drama set in a psychiatric unit has been criticised by a TV watchdog for its ""offensive"" title and for reinforcing prejudice against people with mental health problems."
Other	6	13	The fad started when a certain brand of socks manufactured by an American company became popular among Japanese schoolgirls.
Component-Whole-Inv	3	10	Each omnidirectional mic capsule is fitted with a metal alligator clip which can be attached on either side of your head.
Other	2	7	This sweet dress is made with a blend of cotton and silk, and the crochet flower necklace is the perfect accessory.
Cause-Effect	1	10	Continued exposure to higher concentrations of the gas cause disorientation, convulsions, unconsciousness and death.
Cause-Effect-Inv	16	21	The results support the theoretical model conceptualizing alcohol use and misuse as being the product of stress caused by constraints and resources brought to bear simultaneously by agent personality, structures of daily life, and macro social structures.
Component-Whole	1	5	The barbels of the exposed catfish curled within 2 hours in heptachlor.
Entity-Origin	0	9	 Beer is produced by the brewing and fermentation of starches.
Component-Whole	1	5	The barn on her dad's farm that he cultivated from 1963 until the mid-1990s, was restored.
Content-Container	8	12	Plus the drink machine was out so my drink was in a can and they had no ice as well.
Message-Topic	2	5	An 1833 letter detailed a dinner that began with a very rich soup and continued with a saddle of mutton.
Cause-Effect-Inv	8	12	The tongue has taste buds, but a cat's appetite comes from the smell of the food and doesn't come from the taste of it.
Cause-Effect-Inv	2	10	The structural deficit has been caused by the series of tax cuts, not the recession or defense needs.
Other	11	13	Although big city marathons offer great crowd support and a large camaraderie of runners, running in a big city marathon is not for everyone.
Entity-Destination	4	6	This machine is blowing sand into molds.
Cause-Effect-Inv	14	18	The greatest impact of the tsunami was generally in an east-west direction, so the havoc caused by the tsunami along the southwestern shores of Sri Lanka was not as severe as along the eastern coast.
Component-Whole	6	10	I especially love the way the scroll wheel of the mouse riffles through the tabs; it's so fast and easy.
Entity-Destination	0	5	 Mosquitoes are spreading into new places, bringing malaria and dengue fever with them.
Member-Collection-Inv	3	5	In law, a bill of particulars is a list of written statements made by a party to a court proceeding, upon demand of another party, that sets forth details of a claim or defense.
Instrument-Agency-Inv	1	15	The researchers applied a vibration to monkeys' fingertips for half a second using a pencillike probe.
Message-Topic	0	7	 Flyers and postcards supply current clients with company information, but normally do not increase clients to the mailing list.
Product-Producer-Inv	5	8	Then, while you relax, the chef prepares the meal and serves it, restaurant-style.
Member-Collection	11	15	Butlers (sometimes known as a household managers) are respected as the head of the household staff.
Other	1	7	Considerable attention has been directed toward the study of the motility of the stomach and its regulation by the extrinsic nerves.
Message-Topic	1	5	Comprehensive notes survey the current state of the law, raise questions for class discussion, and address the continuing controversies in this field.
Instrument-Agency-Inv	3	13	This traditional country fiddler is distinguished from his urban colleague by his nonstandardized technique.
Message-Topic	5	13	Then there's Labour - where negotiations are under way on issues such as apprentice training.
Other	8	10	Bangladesh has urged India to do away with visas for travel between the two neighbours to boost trade.
Other	8	17	Furthermore, the present invention includes a composition for treatment of disorders associated with or enhanced by an eosinophilia.
Entity-Origin	4	9	The arrival of the tensile stresses from the free surfaces was about 2 Bsec in the tests.
Other	8	12	They calculated the exit positions of the backscattered electrons from a single-scattering approach.
Component-Whole	1	8	Heart, blood vessels, blood are parts of the circulatory system.
Entity-Destination	6	8	The dust storm in Libya blew sand into seashores in the Mediterranean.
Instrument-Agency	15	20	Flamenco and bullfight cultural icons such as the ghostly bullhorns of the bullfight, or the anvil of the Romani (gypsy) blacksmiths are used in these paintings to visually sing a seguiriyas.
Cause-Effect	2	6	The front wheels are making a grinding noise.
Component-Whole-Inv	3	7	This represents a house that contains a light bulb and an airconditioner.
Entity-Destination	1	9	This article is included into Australia's most well respected newspaper.
Member-Collection-Inv	2	5	A handpicked regiment of 100 marksmen under General William Maxwell laid an ambush in the surrounding cover.
Content-Container-Inv	4	7	So with my little bag full of buttons, I faced the cold, blustery day to carry out some of these lovely ideas.
Entity-Destination	1	8	The soot has been blown down into the fireplace.
Message-Topic-Inv	8	9	He has released a photocopy of his original birth certificate.
Entity-Destination	5	8	The man dropped off the mail into the mailbox.
Component-Whole-Inv	13	19	From the duke himself he received his right spur and a magnificent eastern sword with golden hilt and shining blade, inscribed with letters.
Other	1	6	The insert starts in the left column and only spans the left column.
Product-Producer	8	11	Factories accommodated large-scale manufacture and assembly of aircraft components by unskilled workers.
Content-Container-Inv	5	9	The Liberian national offered a suitcase full of purported bills.
Cause-Effect-Inv	0	15	 Bed sores (also known as: pressure sores, decubitus ulcers or pressure ulcers) are caused by pressure, which cuts off blood flow to parts of the body.
Cause-Effect	17	22	One of the largest Internet piracy rings in the world has been shut down in a police operation that resulted in the arrest of 181 people.
Instrument-Agency-Inv	2	7	When the photographer took pictures with the filter attached the images looked flat with a glare that covered the entire image.
Entity-Destination	2	8	The 9/11 planes directly flew into the computer rooms.
Member-Collection-Inv	14	16	Instead, I ran at them, whirling my arms and screeching as loud as a sedge of bitterns.
Message-Topic-Inv	1	4	These standards are under discussion and not yet published.
Cause-Effect-Inv	1	8	The tardiness however has been caused by the arrival of my old man; who in true Bloodworth fashion has had me walking everywhere.
Other	1	6	The micropump is fabricated by the anisotropic etching, the boron diffusion and the metal evaporation.
Entity-Destination	3	7	She put her jewels back in the casket, and dressed herself in the plain black gown.
Message-Topic	1	5	Its introduction supplies useful historical background.
Cause-Effect-Inv	5	7	A magnetic bracelet helps the pain from stroke in your arm.
