Cause-Effect-Inv	1	4	Energy expenditure through physical activity is a key component in the prevention and treatment of overweight and obesity.
Other	4	8	Dutch National Ballet's new production, by the creative partnership of Rachel Beaujean and Ricardo Bustamante, is based on the original ballet by Jean Coralli and Jules Perrot.
Entity-Destination	0	10	 Equipment for making repairs en route was carried in a jockey box attached to one end or side of the wagon.
Other	1	6	The speech was delivered from the steps of Lincoln Memorial on August 28, 1963 as part of his famous March on Washington.
Entity-Origin-Inv	4	10	In this constitution the people was the source of all powers, but it exercised none.
Component-Whole-Inv	7	10	I make all of my skirts and pants with elastic waists.
Instrument-Agency	5	8	The key matches the private key that the sender used to encrypt it.
Product-Producer	1	4	The device established the company as a leading player in the digital decade.
Other	0	10	 Implementation of this proposal is being discussed at the state level.
Entity-Origin	1	4	Some content from the encyclopedia became a part of Microsoft's Encarta digital encyclopedia.
Cause-Effect-Inv	14	17	Losing land to new white settlers, non-payment, past broken treaties, plus food shortages and famine following crop failure led to great discontent among the Dakota people.
Instrument-Agency-Inv	0	18	 Teachers systematically engage students in such higher order cognitive skills as analysis and synthesis of data by using statistics.
Message-Topic-Inv	2	10	The second accident was reported on radio and television morning shows.
Content-Container	10	14	Flowers are nice, but don't last very long and the fruit in a fruit basket often goes bad.
Other	5	7	Public education systems have carried nations into prosperity.
Entity-Origin-Inv	0	1	 Avocado butter is a very rich, moisturizing treatment for the hair and skin, and it has some natural sunscreen properties.
Product-Producer	2	10	A bizarre idea springing from the mind of an original-thinking teenager in Malta is put into a chat room and picked up by an interested schoolteacher in Cleveland.
Member-Collection-Inv	17	20	Charles Beauregard is still working for Intelligence and hears about the Red Baron flying ace and his circus of vampire fighters.
Component-Whole-Inv	4	5	She lightly clicked the mouse button with her index finger.
Cause-Effect-Inv	1	10	Extensive damage at the mine has been caused by the strikers.
Entity-Origin	7	12	In some of the other stories, an orphan runs away from the orphanage.
Member-Collection-Inv	6	9	Bella Strings is a professional string ensemble of passionate musicians performing in the greater Orlando area and across Central Florida.
Product-Producer-Inv	1	14	The girl, in her first holiday season as an Elm Creek Quilter, creates a quilt for her best friend even as she begins to question her feelings for him.
Component-Whole	4	7	In other words, the bow of the vessel points at the 'windy' extended edge of the table.
Entity-Origin	9	15	There is this really funny scene where the tie salesman runs away from the crime scene.
Component-Whole-Inv	1	8	The machine processes the blood using a centrifugal pump, which separates the components of the blood and the plasma.
Other	13	15	As longtime publishers in the healthcare industry, we, too, are skeptical about the glut of startups in this area.
Other	3	5	We have inherited predispositions to anxiety.
Cause-Effect-Inv	3	5	Parents also experience anxiety from fear of the suffering of their child and worry about an uncertain outcome.
Member-Collection-Inv	8	11	I'm still having a hard time imagining a smuck of glowing jellyfish 10x10 miles and 35 feet deep.
Component-Whole-Inv	1	5	The alarm has one magnetic switch and operates on a 12-volt battery.
Member-Collection	26	29	Anderson is regarded as one of the most able and articulate members of Congress, but he has a voting record that is anathema to most other congressmen in his party.
Other	7	11	But O'Brien was proud of how his team finished a difficult season.
Component-Whole-Inv	1	4	The book comprises ten chapters.
Content-Container-Inv	1	5	The bathtub was full of books, and extra space became paramount.
Member-Collection-Inv	25	27	Hedgehogs annoy only their political opposition, while foxes annoy across the political spectrum, in part because the smartest foxes cherry-pick idea fragments from the whole array of hedgehogs.
Cause-Effect-Inv	3	7	Aware of the suffering caused by unmindful drinking, I am committed to cultivate good health, both physical and mental, for myself, my family, and my society.
Product-Producer-Inv	1	4	The founders designed the constitution to transform the barbarian rule we rejected as colonies, into a civilization befitting the dignity of a free people.
Entity-Origin	0	3	 Ruins from 800,000 years ago discovered in Israel show that Stone Age ancestors had began to organize their open-air living spaces into separate clusters for different activities such as cooking and stone manufacturing.
Message-Topic	3	6	In this comprehensive guide, over 850 roses are described, illustrated, and arranged by group.
Product-Producer-Inv	2	5	Baird's scanning disk produced an image of 30 lines resolution, just enough to discern a human face, from a double spiral of lenses.
Other	4	9	In Australia, fifty cent coins have been put into circulation.
Message-Topic-Inv	1	8	These tests are a major theme of the book, so it is worth investigating them.
Message-Topic	6	9	It allows users to create custom charts comparing fuel properties and characteristics for multiple alternative fuels.
Product-Producer-Inv	2	5	Eventually the company manufactured the machines.
Entity-Origin	3	10	Sounds like the rug got pulled out from the original plans.
Other	4	17	The inherent RNA silencing mechanism in plants has been effectively manipulated as a tool for the targeted down-regulation of genes.
Message-Topic	2	6	BBC radio documentary spoke about an increase in the cases of black anorexic women in South Africa.
Other	1	8	The challenges are being addressed from a manufacturing standpoint rather than ICT solutions that could answer them.
Entity-Destination	5	11	At the moment heavy snow showers are running into the Northeastern regions of England.
Other	7	10	Specially designed lampposts are spaced along the curbs of the roadway.
Other	7	15	His promised bride was already in great peril from the twisted love of an insane suitor.
Content-Container	1	6	The message was enclosed in a paper that was folded and sealed.
Message-Topic	3	9	OVATION is the television network devoted exclusively to the arts, featuring programming on visual arts, theater, opera, music and dance.
Message-Topic	2	7	The urban legend was that the whole village had moved from Italy to South Wales.
Cause-Effect-Inv	11	13	I have an additional concern about body exposure to any electromagnetic radiation, from computers and cell phones held next to the body.
Other	1	7	The discharge started from the burst pulse corona.
Component-Whole-Inv	7	24	Options that are core components of the plan include: a benefit period, an elimination period, a maximum benefit percentage of salary and a maximum weekly benefit.
Entity-Destination	1	6	The subway is now approaching the stop at City Hall.
Entity-Origin	2	7	All the actors came from a theater background.
Entity-Destination	1	5	The shells landed into different areas in Mogadishu.
Other	5	13	The morning session of the symposium ends with a reunion lunch for the attendees.
Other	8	15	Scientists recently succeeded in wiping out a nasty memory from the mind of a genetically-engineered mouse.
Product-Producer-Inv	4	6	"The suit accuses the maker of apps like ""Slideshow"" for MySpace and ""Superwall"" for Facebook of making its unencrypted customer data ""available to even the least capable hacker."""
Other	7	12	For projects submitted at national level, the volunteer is sent by a organization legally established in his/her country of residence.
Instrument-Agency-Inv	1	4	The hairdresser took his scissors and held up a coil of hair.
Member-Collection-Inv	9	12	Today, on the way to work, I saw a shrewdness of pink apes being chased by a colony of noctiphobic bats.
Message-Topic	6	9	They respond to more and more telephone calls demanding payments to cover costs in order to receive their prize.
Content-Container	2	8	A newborn baby was found stuffed in a shoebox and dumped in the lobby of a Long Island apartment building.
Entity-Origin-Inv	15	16	However, since meat eating was a taboo in Japan then, azuki bean paste sweetened with honeysuckle syrup, was used as a replacement filling.
Member-Collection-Inv	20	22	Stripped even of reservation rights, the few survivors drifted between the four winds on their final journey into the bitter rain of tears.
Component-Whole-Inv	1	4	Your cat uses these whiskers to judge the size of an opening.
Entity-Destination	4	7	The company shipped the cargo to the factory in China.
Other	1	4	The narcs planted a rock of cocaine on me when they arrested my buddy with his stash.
Entity-Destination	3	6	The spices took pasta into Moroccan territory.
Member-Collection-Inv	7	10	This rather bizarre picture is of a whirl hedge of herons - for such is the collective noun for these birds.
Cause-Effect-Inv	4	14	Fungal growth and aflatoxin contamination are caused by the following factors: warm temperature, high humidity and poor soil condition.
Message-Topic	1	4	The programme reported a sexual relationship between the two that began in the summer of 2008.
Product-Producer	0	8	 Insulin is a hormone naturally produced by the pancreas.
Instrument-Agency-Inv	4	7	The picture shows a worker with a mallet and a scalpel in his hands, and having his trunk exposed.
Other	2	7	The punk explosion cultivated the underground/indie rock scene that would one day be called 'alternative music'.
Component-Whole-Inv	6	12	As it did in 2004, the event combined the annual neural prosthesis workshop - now in its 36th year - and the DBS consortium.
Other	10	14	"This ""all around immature nice guy"" is, above all, a choreographer, having devised the moves to the film adaptation of Hairspray."
Product-Producer	4	9	"Most of the relevant theories were derived by the geodesist in his famous books ""Die mathematischen und physikalischen Theorien der hoeheren Geodaesie"" (1880)."
Instrument-Agency	1	4	A telescope assists the eye chiefly in two ways.
Instrument-Agency-Inv	6	10	And so I was in the group that took the taxi to the restaurant and then back again to the end of the race.
Entity-Origin	10	13	Just like consulting a cookbook, starting out by using a recipe from a book or website is great.
Instrument-Agency-Inv	1	10	The patient literally sawed it in half using a hard toothbrush over a period of many years.
Other	5	8	It is marked by a sign indicating the length of the pause.
Product-Producer-Inv	1	8	The factory produced several versions of the RAF-2203 minibuses based on GAZ-24.
Other	1	4	The clutter in my house was destroying me.
Product-Producer-Inv	2	13	Highly specialized workers situated alongside a series of rolling ramps built up a product such as (in Ford's case) an automobile.
Cause-Effect	1	3	Heavy thunderstorms caused cancellation of races later in the afternoon preventing the Masters Mens fours and Masters Womens and Womens eights from racing.
Entity-Origin	10	15	In one of cinema's earliest and most famous screenings, the crowd ran away from the theatre after an approaching train appeared.
Message-Topic	4	6	It is a monthly report providing opinion and advice on current United States government contract issues.
Member-Collection-Inv	2	4	Using a pencil of lines, a new restriction on the location of ovals of a nonsingular plane curve is obtained.
Other	6	8	Side-pull brakes are secured by a cable clamp nut.
Other	1	5	The case centers on a tree at a high school that was a meeting place for white students.
Other	3	9	This Pacific Chorus frog was found in a Christmas tree being sold in Anchorage, Alaska.
Other	6	11	Where a worker works in a factory for more than nine hours in any day or for more than forty-eight hours in any week, he shall be entitled to wages at the rate of twice his ordinary rate of wages.
Cause-Effect-Inv	10	15	As the molten metal cools, it hardens and assumes the shape created by the mold's cavity.
Cause-Effect	2	5	The heated gas caused a pyrolysis on the lower part of oil shale and produced shale oil and oil shale gas are escaped from the retort through exhaust pipe.
Content-Container	1	6	A comb was hidden in an envelope at the bottom of a paper folder stuck to the wall.
Cause-Effect-Inv	0	5	 Weak ligaments are caused by problems with collagen (protein fibres in the ligaments).
Other	14	15	She opened a fridge in the side of the door and got out a blueberry vodka.
Cause-Effect-Inv	4	7	In these cases, the disappointment from the purchase is not forgotten over time, but rather accumulates.
Component-Whole	12	15	In addition to a speedometer, a flickering digital meter mounted on the dashboard of the truck tells you how much energy is being drawn from the batteries.
Member-Collection-Inv	1	4	One drift of the sheep was marked with a red cross, and the other drift with a black patch.
Other	1	5	Their composer has sunk into oblivion.
Other	10	14	There were two smiling and waving individuals hanging under the bun in a wicker basket equipped with the big Bunsen burner.
Instrument-Agency	16	19	The authors take us on an extraordinary journey, from the depths of the ocean to the net of a fisherman.
Component-Whole-Inv	1	8	The system works using a spring loaded Trem arm which when turned raises or lowers itself from a nut in the steel backplate.
Entity-Origin	1	6	The fountain was removed from that location and placed at Seneca Park along North Tenth Street some time later.
Other	10	13	The citizens remained in their houses, and only vagabonds, the scum of various nationalities, and spies were about; women were not to be seen, or only such as belonged to the dregs of society.
Product-Producer-Inv	1	6	This magazine has thrown together a list of the Top 100 albums between 2000 and 2009.
Content-Container	1	5	The file was in the desk of a researcher employed by Kenny MacAskill and Tricia Marwick who had been dismissed earlier in the month.
Other	1	8	The team won the Association's championship with some regularity.
Message-Topic	1	4	These papers approach the issue of taxation and the labour market from different angles.
Component-Whole-Inv	1	5	This dishwasher has the tallest tub available* and allows you to wash more than ever before.
Other	3	4	We sold a diamond ring on consignment through a jeweller who also dealt in second hand jewellery.
Content-Container-Inv	1	5	The box contained an entire legacy of her life and the lives of those she had known and loved.
Member-Collection-Inv	1	3	A huddle of photographers was waiting outside the courtroom.
Entity-Destination	5	8	We carefully poured the hot coffee into a glass cup.
Member-Collection-Inv	13	15	The summer he was thirteen he organized the neighboring farmer boys into a troop of scouts.
Entity-Destination	1	10	50 cents from every book sold are invested into sustainability initiatives.
Cause-Effect	5	7	Various hormonal, bacterial and inflammatory disturbances cause acne.
Member-Collection-Inv	17	20	I went with a few friends up to the sky pool bar area, proceeded to order a round of cocktail drinks and had to wait a considerable amount of time for them.
Cause-Effect-Inv	11	16	The Lancet study already demonstrated that, as of July 2006, the deaths caused by the U.S. invasion of Iraq rivaled the death toll of the 1994 Rwandan genocide.
Entity-Destination	2	9	The medical devices were inserted into a female teen patient.
Product-Producer-Inv	1	20	The chimps first picked some stems from the Marantaceae plant and plucked off the leaves in order to make their rods.
Other	8	10	I had three of the eights against a flush of clubs.
Content-Container	3	6	We kept raw eggs in a dish in the fridge for too long.
Content-Container	5	9	I liked how his D cells were in a box behind the counter, with no prices on them, as if they were contraband or moonshine.
Cause-Effect-Inv	4	7	The log truck caught fire after the collision, but the 35-year-old driver escaped before the cab became engulfed in flames.
Product-Producer	7	8	However, legal experts expressed surprise at the car manufacturer's stance.
Entity-Destination	6	10	Conflicting loads were stalled while pending stores were draining into memory.
Entity-Origin	11	17	Twice when I was putting on the fully loaded Atlas, the knobs popped out of the frame slots.
Other	0	2	 Brushing after meals became part of your daily schedule.
Cause-Effect-Inv	1	15	The disruption has been caused by a sensitivity reaction in the brain to an ingested substance.
Product-Producer	4	8	This is the best-selling album by a male artist and the best-seller in the pop/R&B genre.
Content-Container	1	5	The letter was in a chest downstairs in the Kitchen area.
Entity-Origin-Inv	3	4	She prepared some beef bouillon and let it cool.
Product-Producer	1	6	The music was composed by a musician who was not known outside his village.
Message-Topic	5	8	One aspect of the media presentation is the status attributed to claims-makers on either side of the issue.
Message-Topic	1	5	This manuscript describes two specific features that we have found to be effective in generating high quality models.
Entity-Destination	2	7	Each independent variable is moving into its axis constantly.
Other	4	8	The exception is the player who drew the ace, who may stop whenever they want.
Instrument-Agency-Inv	7	14	I watched with utter amazement as the upholsterer attached the pieces with a hook-and-eye gizmo.
Entity-Destination	6	9	The Sabah Wildlife Department has implanted transmitters into three orangutans.
Member-Collection-Inv	3	6	Starring an unforgettable husk of lively hares, the volume is set to nurture the positive presence of loved ones, - powerful players in the development of emotive resilience... and for the living of dreams.
Component-Whole-Inv	1	5	The kit includes an on-off-on toggle switch for the clipper switching and modifications.
Message-Topic	3	8	The government's new measures to regulate cosmetic surgery procedures are a good move.
Other	1	10	The removal duplicate songs is done with the user-friendly start-up wizard.
Component-Whole-Inv	4	7	In simplest terms, a hybrid combines a gasoline engine and an electric motor to provide adequate power with minimal fuel useage and low emissions.
Component-Whole	15	18	A laser sighting device for a firearm comprises a holder adapted to attach to the handgrip of the firearm such that the firearm may be held in a firing position.
Content-Container-Inv	6	10	Two hours later, I had a bottle full of warm water.
Content-Container-Inv	14	16	The desert temperature at the time of her death was 110 degrees, but a bottle with water in it was found with her body, raising doubts on dehydration as a cause of death.
Instrument-Agency-Inv	1	4	A girl plays her violin on a pogo stick.
Component-Whole	4	6	A photo of a paddle wheel boat on the Mississippi River at New Orleans.
Cause-Effect-Inv	1	9	Instead, criminal law is set out in a diverse range of statutes and court decisions.
Component-Whole	23	26	This reconstruction involved track removals, conversion of each deck (lower and upper) to one-way motor vehicle traffic, and the lowering of the lower deck of the bridge by 16 inches through the Yerba Buena Tunnel.
Other	12	14	There are several scripts to shut down Windows, hibernate or put the computer to sleep.
Message-Topic-Inv	0	2	 Natural history programmes began as live outside broadcasts on BBC television in the early 1950s.
Entity-Destination	4	7	The students poured their empathy into startling poetry.
Entity-Destination	12	18	By foot on the trail, or by canoe on the river, our campers have journeyed into some spectacular wilderness.
Other	10	17	It is set in the most beautiful surroundings and the land has been biodynamically farmed for many years.
Component-Whole	5	6	He was wearing a short sleeve shirt with a tie.
Entity-Origin-Inv	9	10	The rising popularity of malted whiskies, especially single malt barley spirits, is evidenced in the growing number of distilleries and labels that have been cropping up over the past few years.
Entity-Origin-Inv	0	1	 Lemon cake is my husband's favorite.
Member-Collection-Inv	13	15	So this morning started early with a chorus of caws coming from a storytelling of crows outside my bedroom window.
Product-Producer	21	22	These days, with a decent income landing in my bank account from writing, and the beginnings of some success as a fiction writer, I feel I have enough of the trappings to unashamedly admit to being a writer.
Entity-Destination	3	9	An unofficial technical information has been leaked to the public.
Message-Topic	1	5	The dissertations reported on a research project of some kind.
Member-Collection-Inv	4	8	We have assembled a brigade of high-profile master chefs who are creating a menu that - like Ballet Kelowna itself - exemplifies the very best of where we live.
Member-Collection-Inv	15	17	"In the 50s, as the postwar generation lived lives of ""Leave It to Beaver,"" a subculture of beatniks and musicians was busy being ""mischievous, irreverent, impulsive, drunken, and sex-obsessed,"" breaking the social mores that came along with Ike and the Baby Boom."
Cause-Effect-Inv	1	4	Continuous improvement starts with measuring process performance, and instigating a robust process for reviewing further changes logically and quickly.
Other	6	10	The concert closes with the young composer's take on another aria from Guilio Cesare, the notoriously tricky Al lampo dell'armi.
Entity-Destination	5	8	I have put the memory card into the camera.
Entity-Destination	3	7	We put the files into a date-based directory like YY/MM/DD.
Cause-Effect-Inv	2	11	The Germanic migrations of the fifth century were triggered by the destruction of the Gothic kingdoms by the Huns in 372-375.
Entity-Destination	1	6	A bird has flown into the building and is flying around the atrium.
Message-Topic	1	9	Several chapters of the book are devoted to the relationships between ethics and justice.
Product-Producer-Inv	14	19	The architect created the beautiful division of the space and the exact proportions, the sculptor produced the anatomically correct figures, and the painter knew how to blend forms and colours into perfect harmony.
Instrument-Agency-Inv	9	13	The fascinating aspect of therapeutic riding is that the rider sitting astride a horse walking establishes what is a perfect walking gait for the human.
Member-Collection-Inv	28	30	In general, I am not in favour of the television journalist, Mr Jeremy Paxman, a gentleman who reads the news with the impatience of a man astride a bike of wasps, but I must confess I have been warming to him in recent weeks.
Message-Topic-Inv	4	8	Taylor reflected on his actions in a 2003 interview.
Other	5	7	iTunes, however, is a different kettle of drums.
Member-Collection-Inv	35	37	In the chambre de offering, where the service bed was placed, immutable persons, such as ambassadors or great lords, whom it was desired to honesty, were received in a more covert dernier cri than the canaille of courtiers.
Entity-Origin	2	8	Our coconut marmalade is made of all-natural coconut milk and brown sugar reduced to the perfect consistency.
Entity-Origin	1	8	The word 'Donjon' was derived from a Latin word meaning 'Dominating Point'.
Component-Whole-Inv	8	11	This Pavoni machine has continuous brewing espresso coffee machine with push button, power indicator light and electro valve.
Entity-Origin	1	7	His family was originally from the Baltic region.
Member-Collection-Inv	6	10	My grandfather's backyard is an absolute jungle of old wrecked cars.
Product-Producer-Inv	2	8	The veteran inventor best-known for creating the clockwork radio is planning to float his incubator company on the Stock Exchange.
Component-Whole	5	8	The red bead on the crank of the toy detaches, posing a choking hazard to young children.
Member-Collection-Inv	6	8	Forests are benefited by harboring a cete of badgers, who burrow in the soil, thereby aerating it, which helps root systems to grow through the soil.
Entity-Origin	2	6	"The first single release from the album was ""Africa"", a remake of the worldwide hit Africa by Toto."
Content-Container-Inv	4	6	I sent you a suitcase with cash in it so you can fill it up with wine gummies.
Component-Whole-Inv	17	22	We are able to wax any of our wicks with either a paraffin coating or for natural candles a 100% natural wax coating.
Entity-Origin	30	35	For those of you who are unsure what Afrikaans is, it is a language which originated from the Dutch which were the first settlers in South Africa and the unique language was evolved from other settlers from Malaya, Indonesia, Madagascar and West Africa.
Component-Whole-Inv	1	5	This crane has a telescopic boom that is mounted on a movable platform.
Member-Collection	14	19	Thus, aptitude provides no information about critical interactional processes that take place after the student has enrolled in the university.
Component-Whole-Inv	1	4	The fortress has 6 bastions and 4 gates.
Other	5	8	Kids built forts and tree houses in the woods out of materials swiped from the construction sites that would eventually render those woods someone's back yard.
Product-Producer-Inv	14	22	Pre-contact native peoples, living in the northeastern part of North America, were the first people who have produced maple syrup and maple sugar.
Content-Container	1	6	This stolen property was in a trunk which was locked, and was in her room.
Component-Whole-Inv	1	6	The trucks are comprised of smaller parts, including axles, bushings and kingpins.
